date,Afghanistan,Armenia,Azerbaijan,Bangladesh,Belarus,Benin,Bhutan,Brazil,Burkina Faso,Burundi,Cameroon,Cape Verde,Chad,Chile,China,Colombia,Costa Rica,Democratic Republic of the Congo,Dominican Republic,Egypt,El Salvador,Eritrea,Ethiopia,Gabon,Georgia,Ghana,Guatemala,Guinea,Haiti,India,Indonesia,Kyrgyzstan,Lao People's Democratic Republic,Lesotho,Madagascar,Malawi,Mauritania,Mexico,Mongolia,Mozambique,Myanmar,Namibia,Nepal,Nicaragua,Niger,Occupied Palestinian Territory,Pakistan,Panama,Peru,Philippines,Republic of Moldova,Russian Federation,Samoa,Senegal,Somalia,Sri Lanka,Tajikistan,Timor-Leste,Togo,Tunisia,Uganda,Uruguay,Viet Nam,Zambia,Zimbabwe
20010501,2.28,,,,,5.06,,1.76,,,,,,,,1.03,2.9,,,,,,,,,,3.13,,,6.12,,,0.52,,,,,,,3.44,,,,2.64,6.32,,,,5.71,21.84,,,,,4.94,,,,5.83,16.34,,,,,
20010601,2.11,,,,,5.34,,1.81,,,,,,,,1.05,3.01,,,,,,,,,,3.17,,,6.24,,,0.51,,,,,,,3.25,,,,2.66,6.31,,,,5.83,21.4,,,,,4.78,,,,5.86,16.34,,,,,
20010701,2.02,,,,,5.66,,1.79,,,,,,,,1.05,3.27,,,,,,,,,,3.35,,,6.33,,,0.51,,,,,,,3.38,,,,2.73,6.57,,,,5.91,20.64,,,,,4.74,,,,6.07,16.39,,,,,
20010801,2.02,,,,,5.85,,1.88,,,,,,,,1.04,3.26,,,,,,,,,,3.46,,,6.53,,,0.5,,,,,,,3.06,,,,2.7,6.95,,,,5.86,20.9,,,,,5.34,,,,6.17,17.03,,,,,
20010901,2.14,,,,,5.8,,1.76,,,,,,,,1.02,3.3,,,,,,,,,,3.5,,,6.54,,,0.5,,,,,,,3.39,,,,2.6,6.04,,,,5.89,21.15,,,,,4.49,,,,5.46,17.16,,,,,
20011001,2.05,,,,,5.32,,1.76,,,,,,,,1.03,3.29,,,,,,,,,,3.42,,,6.62,,,0.48,,,,,,,3.85,,,,2.72,5.26,,,,5.96,20.94,,,,,4.52,,,,5.67,17.16,,,,,
20011101,1.96,,,,,5.1,,1.94,,,,,,,,1.03,3.21,,,,,,,,,,3.53,,,7,,,0.46,,,,,,,3.95,,,,2.77,5.14,,,,6.06,20.93,,,,,4.67,,,,5.47,17.63,,,,,
20011201,2.21,,,,,5.29,,2.08,,,,,,,,1.01,3.41,,,,,,,,,,3.42,,,6.8,,,0.43,,,,,,,4.19,,,,2.75,5.18,,,,6.19,20.96,,,,,4.98,,,,5.21,17.96,,,,,
20020101,2.38,,,,,5.49,,2.05,,,,,,,,1.04,3.49,,,,,,,,,,3.47,,,6.41,,,0.44,,,,,,,3.96,,,,2.59,5.72,,,,5.99,21.23,,,,,4.92,,,,5.31,17.68,,,,,
20020201,2.4,,,,,5.47,,2,,,,,,,,1.03,3.47,,,,,,,,,,3.43,,,5.98,,,0.44,,,,,,,3.19,,,,2.58,6.05,,,,5.9,21.24,,,,,4.62,,,,5.38,17.4,,,,,
20020301,2.27,,,,,5.52,,2.03,,,,,,,,1.04,3.54,,,,,,,,,,3.42,,,5.86,,,0.46,,,,,,,3.35,,,,2.55,6.24,,,,5.99,20.44,,,,,4.92,,,,5.85,17.28,,,,,
20020401,2.33,,,,,5.76,,2.06,,,,,,,,1.05,3.42,,,,,,,,,,3.51,,,5.82,,,0.48,,,,,,,3.02,,,,2.58,6.42,,,,6.06,21.51,,,,,4.47,,,,5.73,16.64,,,,,
20020501,2.31,,,,,6.16,,1.92,,,,,,,,1.04,3.36,,,,,,,,,,3.45,,,5.83,,,0.49,,,,,,,2.79,,,,2.55,6.79,,,,5.99,22.02,,,,,4.88,,,,5.74,17.52,,,,,
20020601,2.38,,,,,6.34,,1.78,,,,,,,,1.03,3.32,,,,,,,,,,3.46,,,5.81,,,0.5,,,,,,,2.79,,,,2.61,7.28,,,,5.92,21.81,,,,,4.6,,,,7.08,17.72,,,,,
20020701,2.28,,,,,6.69,,1.73,,,,,,,,0.97,3.25,,,,,,,,,,3.54,,,5.97,,,0.5,,,,,,,2.87,,,,2.64,7.81,,,,5.94,21.86,,,,,2.29,,,,6.94,18.22,,,,,
20020801,2.34,,,,,5.87,,1.72,,,,,,,,0.93,3.15,,,,,,,,,,3.52,,,6.04,,,0.53,,,,,,,2.92,,,,2.52,7.83,,,,5.81,21.46,,,,,2.3,,,,6.64,18.23,,,,,
20020901,2.41,,,,,5.4,,1.73,,,,,,,,0.91,3.34,,,,,,,,,,3.51,,,6.21,,,0.51,,,,,,,3.3,,,,2.53,7.01,,,,5.81,21.16,,,,,2.39,,,,6.51,18.67,,,,,
20021001,2.42,,,,,5.3,,1.62,,,,,,,,0.87,3.27,,,,,,,,,,3.55,,,6.3,,,0.5,,,,,,,3.71,,,,2.48,6.23,,,,5.93,20.5,,,,,3.21,,,,6.28,19.2,,,,,
20021101,2.4,,,,,5.1,,1.94,,,,,,,,0.91,3.26,,,,,,,,,,3.66,,,6.33,,,0.47,,,,,,,4.47,,,,2.47,6.05,,,,5.88,20.18,,,,,5.6,,,,5.92,18.96,,,,,
20021201,2.56,,,,,5.13,,2.04,,,,,,,,0.87,3.23,,,,,,,,,,3.67,,,6.13,,,0.45,,,,,,,4.87,,,,1.95,6.13,,,,5.96,20.07,,,,,5.35,,,,5.96,18.92,,,,,
20030101,2.46,,,,,5.35,,2.13,,,,,,,,0.85,3.18,,,,,,,,,,3.51,,,5.67,,,0.47,,,,,,,4.9,,,,2.43,6.67,,,,5.93,20.17,,,,,3.88,,,,6.31,19.4,,,,,
20030201,2.46,,,,,5.24,,2.03,,,,,,,,0.84,3.18,,,,,,,,,,3.54,,,5.42,,,0.48,,,,,,,4.72,,,,2.41,7.38,,,,6.01,20.08,,,,,4.16,,,,6.25,19.47,,,,,
20030301,2.31,,,,,5.19,,2.13,,,,,,,,0.86,3.17,,,,,,,,,,3.62,,,5.47,,,0.49,,,,,,,4.63,,,,2.36,7.35,,,,6.03,19.92,,,,,4.37,,,,6.28,19.65,,,,,
20030401,2.3,,,,,5.1,,2.38,,,,,,,,0.89,3.15,,,,,,,,,,3.64,,,5.73,,,0.51,,,,,,,4.4,,,,2.34,7.34,,,,5.95,20.71,,,,,4.59,,,,6.27,19.53,,,,,
20030501,2.33,,,,,4.88,,2.57,,,,,,,,0.93,3.11,,,,,,,,,,3.69,,,5.72,,,0.52,,,,,,,4.54,,,,2.31,7.68,,,,5.91,20.95,,,,,4.81,,,,6.36,21.17,,,,,
20030601,2.37,,,,,4.93,,2.64,,,,,,,,0.94,3.04,,,,,,,,,,3.54,,,5.85,,,0.55,,,,,,,4.58,,,,2.34,7.52,,,,5.87,20.54,,,,,5.15,,,,6.57,20.98,,,,,
20030701,2.4,,,,,4.67,,2.64,,,,,,,,0.93,3.13,,,,,,,,,,3.48,,,6.05,,,0.58,,,,,,,4.57,,,,2.33,7.28,,,,5.94,20.55,,,,,5.88,,,,5.96,20.38,,,,,
20030801,2.44,,,,,4.63,,2.53,,,,,,,,0.93,3.21,,,,,,,,,,3.52,,,6.14,,,0.67,,,,,,,4.58,,,,2.39,6.91,,,,5.85,20.11,,,,,4.92,,,,5.7,20.89,,,,,
20030901,2.49,,,,,4.48,,2.59,,,,,,,,0.94,3.18,,,,,,,,,,3.4,,,6.31,,,0.71,,,,,,,4.6,,,,2.37,6.74,,,,5.96,19.95,,,,,4.57,,,,5.73,22.08,,,,,
20031001,2.54,,,,,4.52,,2.58,,,,,4.25,,,0.92,3.16,,,,,,,,,,3.4,,,6.78,,,0.71,,,,5.82,,,4.65,,,,2.32,6.73,,,,5.94,19.92,,,,,4.27,,,,5.92,22.99,,,,,
20031101,2.64,,,,,4.73,,2.51,,,,,4.08,,,0.93,3.16,,,,,,,,,,3.38,,,6.86,,,0.65,,,,5.96,,,4.75,,,,2.33,6.57,,,,5.94,19.71,,,,,3.69,,,,5.6,22.95,,,,,
20031201,2.78,,,,,4.86,,2.55,,,,,4.17,,,0.95,3.22,,,,,,,,,,3.27,,,6.62,,,0.61,,,,6.06,,,4.9,,,,2.32,6.89,,,,6.03,20,,,,,4.57,,,,6.1,24.27,,,,,
20040101,2.86,,,,,5.14,,2.62,,,,,4.39,,,0.98,3.25,,,,,,,,10.3,,3.27,,,6.66,,,0.62,,,,6.13,,,5.1,,,,2.55,7.19,,1.1,,6.11,20.78,,,,,4.83,,,,5.91,24.83,,,,0.16,
20040201,2.87,,,,,5.79,,2.49,,,,,4.62,,,1.01,3.21,,,,,,,,10.66,,3.33,,,6.71,,,0.63,,,,6.23,,,5.15,,,,2.53,7.4,,1.12,,6.27,20.76,,,,,5.62,,,,5.87,24.63,,,,0.16,
20040301,2.88,,,,,5.76,,2.54,,,,,4.39,,,1.03,3.18,,,,,,,,11.2,,3.38,,,6.54,,,0.65,,,,6.55,,,5.34,,,,2.58,7.39,,1.16,,6.32,22.56,,,,,6.36,,,,5.98,24.11,,,,0.19,
20040401,2.88,,,,,5.56,,2.55,,,,,4.39,,,1.05,3.33,,,,,,,,11.64,,3.42,,,6.67,,,0.66,,,,6.89,,,5.18,,,,2.63,7.59,,1.08,,6.33,23.24,,,,,5.66,,,,6.04,23.05,,,,0.16,
20040501,2.84,,,,,5.73,,2.37,,,,,4.49,,,1.03,3.39,,,,,,,,12.17,,3.43,,,6.5,,,0.67,,,,,,,4.71,,,,2.68,7.71,,1.12,,6.29,23.16,,,,,6.27,,,,6.23,22.47,,,,0.12,
20040601,3.02,,,,,6.06,,2.43,,,,,4.53,,,1.05,3.47,,,,,,,,12.22,,3.46,,,6.5,,,0.66,,,,,,,4.74,,,,2.71,7.79,,1.1,,6.5,23.23,,,,,6.5,,,,6.22,22.4,,,,0.12,
20040701,3.13,,,,,6.58,,2.52,,,,,5.17,,,1.08,3.66,,,,,,,,11.99,,3.46,,,6.45,,,0.66,,,,,,,4.82,,,,3.04,8.41,,1.13,,6.59,23.27,,,,,7.94,,,,6.73,22.43,,,,0.13,
20040801,3.19,,,,,6.65,,2.5,,,,,5.22,,,1.1,3.7,,,,,,,,12.48,,3.55,,,6.59,,,0.65,,,,,,,5.16,,,,3.02,8.64,,1.15,,6.67,23.35,,,,,8.63,,,,7.48,22.36,,,,0.14,
20040901,3.21,,,,,6.29,,2.57,,,,,5.44,,,1.11,3.79,,,,,,,,12.55,,3.56,,,6.73,,,0.65,,,,,,,5.28,,,,3.17,8.27,,1.13,,6.83,22.99,,,,,8.58,,,,7.17,22.01,,,,0.14,
20041001,3.27,,,,,6.45,,2.63,,,,,5.89,,,1.08,3.91,,,,,,,,12.35,,3.65,,,6.78,,,0.6,,,,,,,5.71,,,,3.23,8.18,,1.13,,6.82,22.62,,,,,7.68,,,,7.08,22.48,,,,0.14,
20041101,3.38,,,,,6.96,,2.62,,,,,5.5,,,1.1,4.27,,,,,,,,12.52,,3.64,,,6.95,,,0.62,,,,,,,5.91,,,,3.46,9.03,,1.19,,6.74,22.82,,,,,6.59,,,,7.71,23.52,,,,0.14,
20041201,3.49,,,,,7.6,,2.64,,,,,6.4,,,1.15,4.24,,,,,,,,12.63,,3.65,,,6.96,,,0.57,,,,7.67,,,6.55,,,,3.11,9.63,,1.19,,6.77,23.49,,,,,7.07,,,,8.28,24.13,,,,0.17,
20050101,3.59,1.97,,,,7.14,,2.68,,,12.3,,6.55,,,1.19,4.22,,,,,,,,12.59,,3.67,,36.78,7.04,,34.99,0.59,,,,7.81,,,6.48,,,0.5,4.36,9.87,,1.17,,6.89,23.77,,8.93,,,3.95,,,,7.91,24.44,,,,0.18,
20050201,3.58,2.05,,,,7.3,,2.73,,,11.92,,6.43,,,1.17,4.04,,,,,,,,12.89,,3.74,,35.2,6.93,,35.11,0.6,,,,8.3,,,6.65,,,0.51,4.35,10.03,,1.18,,6.78,24.21,,9.27,,,7.6,,,,7.83,24.73,,,,0.19,
20050301,3.64,2.08,,,,6.99,,2.61,,,12.02,,7.2,,,1.17,4.01,,,,,,,,13.6,,3.77,,36.52,6.92,,35.3,0.6,,,,8.11,,,6.35,,,0.5,4.34,10.88,,1.19,,6.87,24.45,,9.73,,,7.3,,,,8.68,25.41,,,,0.2,
20050401,3.57,2.15,,,,7.14,,2.76,,,11.61,,7.39,,,1.18,3.99,,,,,,,,14.36,,3.76,,38.17,6.97,,35.48,0.61,,0.5,,8.3,,,6.13,,,0.49,4.43,11.32,,1.16,,6.86,24.87,,9.92,,,6.82,,,,9.01,24.68,,,,0.18,
20050501,3.52,2.12,,,,7.13,,2.97,,,11.85,,7.47,,,1.17,3.98,,,,,,,,14.48,,3.84,,38.12,7.07,,37.39,0.63,,0.45,,8.34,,,5,,,0.5,4.44,11.38,,1.12,,6.9,25.11,,10.12,,,6.93,,,,10.03,23.64,,,,0.16,
20050601,3.46,2.08,,,,7.43,,3.07,,,11.25,,7.12,,,1.17,4.19,,,,,,,,13.83,,3.87,,35.88,7.14,,38.32,0.63,,0.77,,8.58,,,5.03,,,0.5,4.35,11.88,,1.09,,6.89,24.74,,10.14,,,7.33,,,,10.25,22.02,,,,0.17,
20050701,3.43,2.09,,,,9.81,,3.08,,,10.96,,7.48,,,1.18,3.97,,,,,,,,13.67,,3.92,,33.66,7.45,,37.28,0.65,,0.9,,8.67,,,5.32,,,0.51,4.35,13.18,,1.13,,6.92,24.43,,10.32,,,6.68,,,,11.17,21.61,,,,0.18,
20050801,3.49,1.97,,,,8.94,,2.99,,,11.54,,7.9,,,1.19,4.01,,,,,,,,14.81,,3.87,,32.89,7.74,,36.96,0.69,,1.02,,9.3,,,5.54,,,0.53,4.3,14.17,,,,6.85,24.28,,10.35,,,7.51,,,,11.08,22.61,,,,0.2,
20050901,3.54,2,,,,7.09,,3.08,,,12.3,,7.4,,,1.21,4.07,,,,,,1.43,,14.42,1.84,3.89,,35.56,7.88,,36.85,0.74,,0.98,,7.6,,,5.67,,,0.54,4.18,11.83,,,,6.67,23.96,,10.71,,,7.09,,,,9.7,22.71,,,,0.22,
20051001,3.56,2.03,,,,7.12,,3.13,,,12.47,,6.51,,,1.21,4.07,,,,,,1.41,,14.76,1.83,3.99,,35.66,8.04,,36.85,0.72,,0.95,,7.51,,,6.07,,,0.54,4.2,9.43,,,,6.42,23.89,,10.88,,,7.21,,,,9.65,22.57,,,,0.24,
20051101,3.55,1.98,,,,7.65,,3.09,,,12.59,,5.87,,,1.21,3.79,,,,,,1.38,,14.58,1.85,4.09,,36.26,8.2,,37.34,0.67,,0.9,,7.48,,,7.06,,,0.54,4.19,8.83,,,,6.32,24.34,,10.75,4.09,,6.54,,,,8.94,21.8,,,,0.28,
20051201,3.54,2.03,,,,7.52,,3.01,,,12.25,,5.41,,,1.21,3.66,,,,,,1.4,,14.91,1.9,4.04,,36.4,8.16,,38.13,0.67,,0.91,,7.52,,,9.29,,,0.51,4.13,8.9,,,,6.35,25.02,,10.83,4.09,,5.96,,,,8.85,22.36,,,,0.36,
20060101,3.5,2.01,8.79,,,7.64,,3.04,1.09,2.61,12.79,14.58,5.62,,,1.23,3.85,,8.59,,4.15,,27.63,,14.73,2.08,4.08,0.85,37.33,7.93,,38.77,3.28,,0.88,,7.53,,,9.37,,,0.5,4.24,9.31,,4.97,6.67,6.58,25.47,,11.2,4.12,,6.69,,3.3,,8.04,23.42,,,,2.77,
20060201,3.57,2.02,9.53,,,6.46,,3.23,1.09,2.64,12.57,14.05,5.55,,,1.24,3.84,,8.85,,4.15,,28.63,,14.95,2.05,3.98,0.9,38.89,7.68,,38.77,3.32,,0.85,,7.64,,,9.32,,,0.53,4.22,9.21,,4.99,6.67,6.95,25.94,,11.24,4.03,,7.57,,3.32,,8.55,23.61,,,,2.93,
20060301,3.52,2.03,9.94,,,6.64,,3.12,1.2,2.74,12.67,14.12,5.74,,,1.24,3.76,,9.45,,4.24,,29.79,,15.18,1.99,4.01,1,40.82,7.56,,38.97,3.41,,0.81,,7.53,,,8.61,,,0.54,4.32,9.2,,5.55,6.57,6.83,26.55,,11.66,3.82,,7.91,,3.32,,8.6,24.13,,,,2.87,
20060401,3.55,2.02,10.44,,,6.96,,3.14,1.14,2.7,13.08,14.66,6.26,,,1.2,3.68,,9.61,,4.22,,30.31,,16.71,1.95,4.03,1.02,40.78,7.6,,40.77,3.54,,0.76,,7.63,,,7.26,,,0.56,4.4,9.49,,4.95,6.39,6.81,26.68,,11.85,4.1,,7.94,,3.37,,8.89,24.87,,,,2.9,
20060501,3.52,2.06,10.58,,,7.25,,3.05,1.22,2.65,13.93,15.32,6.33,,,1.19,3.78,,9.47,,4.31,,31.13,,17.37,1.96,4.05,0.95,43.02,7.67,,42.37,3.56,,0.75,,7.64,,,6.54,,,0.61,4.35,9.92,,4.89,6.19,6.88,26.25,,12.32,3.88,,8.59,,3.33,,9.14,25.19,,,,2.83,
20060601,3.5,2.16,10.59,,,8.34,,2.94,1.18,2.48,13.75,16.27,6.3,,,1.13,3.77,,9.36,,4.38,,32.64,,18.47,2.01,4.01,1.06,41.67,7.8,,43.45,3.74,,0.73,,7.59,,,6.46,,,0.63,4.33,9.9,,4.89,6.18,6.96,25.83,,12.36,3.9,,7.94,,3.35,,9.01,24.19,,,,2.43,
20060701,3.52,2.18,10.71,,,8.31,,3.1,1.13,2.67,13.67,16.85,6.42,,,1.14,4.03,,9.54,,4.44,,32.99,,17.77,1.88,4.09,1.04,41.76,7.86,,43.86,3.81,,0.76,,7.85,,,6.52,,,0.63,4.34,9.87,,4.92,6.13,6.95,26.3,,12.42,4.06,,7.18,0.62,3.45,,8.96,25.04,,,,2.26,
20060801,3.55,2.27,10.88,,,7.52,,3.12,1.19,1.98,13.84,17.93,6.57,,,1.22,3.92,,9.67,,4.44,,35.36,,17.45,1.84,4.1,1.12,43.14,8.07,,43.91,4.04,,0.77,,7.96,,,6.96,,,0.65,4.32,9.88,,4.99,6.22,6.87,26.89,,12.6,,,6.67,0.62,3.49,,8.96,25.17,,,,2.05,
20060901,3.59,2.36,11.05,,,6.79,,3.08,1.13,1.96,13.61,17.16,6.2,,,1.24,3.73,,9.49,,4.39,,37.05,,17.16,1.76,4.05,1.11,42.78,8.73,,44.11,4.06,,0.8,,7.95,,,6.79,,,0.7,4.29,9.61,,4.98,6.2,6.81,27.23,,12.59,,,6.82,0.64,3.55,,8.88,25.03,,,,1.97,0.05
20061001,3.62,2.4,11.17,,,6.44,,3.18,1.06,2.44,13.3,16.47,5.86,,,1.28,3.71,,9.33,,4.48,,37.11,,17.64,1.74,4.11,,43.5,9.34,,44.37,4.02,,0.88,,7.99,,,6.89,,,0.8,4.31,8.99,,4.92,6.12,7.03,27.18,,12.75,,,7.63,0.65,3.68,,8.77,24.97,,,,1.98,0.05
20061101,3.78,2.44,11.35,,,5.3,,3.19,1.06,2.59,13.16,16.42,5.9,,,1.34,3.93,,9.47,,4.48,,37.35,,17.31,1.81,4.14,,43.41,9.61,,45.29,4.05,,0.95,,8.01,,,6.74,,,0.88,4.46,8.97,,4.98,6.82,6.99,27.38,,12.65,4.36,,8.2,0.66,3.84,,9.1,25.2,,,,0.81,0.03
20061201,3.77,2.5,11.38,,,5.1,,3.34,1.11,2.81,13.65,16.84,5.7,,,1.37,3.93,,9.57,,4.39,,37.37,,17.13,1.84,4.2,,44.26,9.53,,47.03,4.14,,1,,8.07,,,6.75,,,0.76,4.71,9.18,,5.01,6.57,7.07,27.65,,12.91,4.39,,8.58,0.69,3.98,,8.93,25.62,,,,0.8,0.05
20070101,3.84,2.52,11.7,,,5.3,,3.31,1.09,2.93,13.69,17.24,5.8,,,1.41,4.8,7.64,9.04,1.8,4.33,,37.07,4.5,17.33,2,4.44,,44.52,9.58,,48.51,4.42,,1.03,2.49,9.25,0.79,5.14,6.73,5.14,3.04,0.66,4.6,9.01,20.85,5.21,6.72,7.02,28.01,,12.94,4.46,9.34,6.6,0.69,4.01,,8.63,25.4,,,,2.69,0.05
20070201,3.89,2.57,11.78,,,5.97,,3.38,1.08,2.86,13.38,16.66,5.66,,,1.42,4.72,7.51,9.59,1.84,4.35,,37.6,4.03,17.48,2.02,4.25,,44.21,9.51,,48.15,4.45,,1.11,2.59,9.16,0.76,5.64,6.9,5.44,2.88,0.69,4.61,9.14,20.92,5.5,6.56,7.09,28.77,,13.02,4.38,9.29,6.65,0.72,3.99,,9.36,25.66,,,,2.74,0.05
20070301,3.88,2.55,11.83,,,4.68,,3.3,1.18,2.91,14.5,16.48,5.72,,,1.43,5,7.52,9.59,1.85,4.3,,36.8,4.31,17.68,1.76,4.29,,44.1,8.7,,48.91,4.5,,1.35,2.7,9.27,0.75,5.79,7.07,5.52,2.83,0.7,4.66,9.19,20.94,5.96,6.37,7.13,28.8,,13.23,4.36,9.85,7.14,0.71,4.11,,9.41,26.26,,,,2.74,0.03
20070401,3.91,2.52,11.88,,,5.77,,3.38,1.21,2.87,15.29,16.83,5.84,,,1.47,5,7.87,9.9,1.88,4.34,5.53,37.09,4.45,18.27,2.09,4.25,,45.47,9.02,,49.95,4.59,,1.32,2.64,9.55,0.76,6.12,6.85,5.64,3.02,0.77,4.64,9.46,21.79,5.99,6.32,7.1,29.27,,13.35,4.7,10.35,7.11,0.7,4.24,,9.33,26.46,,7.98,,2.84,0.06
20070501,3.96,2.59,11.87,,,5.02,,3.82,1.22,2.76,14.99,16.51,5.77,,,1.59,4.97,8.16,9.58,1.91,4.33,5.34,37.41,4.62,18.65,2.21,4.35,,43.93,9.17,,53.28,4.69,,1.13,2.61,9.83,0.77,6.31,6.86,5.78,3.06,0.77,4.65,9.35,22.11,6.37,6.35,7.37,30.08,,13.26,4.68,10.58,7,0.73,4.32,,9.3,26.16,,10.23,,2.97,0.04
20070601,3.96,2.89,11.86,,,5.03,,3.64,1.18,2.61,14.35,17.03,6.02,,,1.65,5.14,8.59,9.54,1.91,4.67,5.38,38.37,4.76,17.86,2.24,4.35,,44.37,9.32,,53.7,4.84,,1.03,2.55,9.83,0.77,6.93,7.03,5.79,3.08,0.74,4.76,9.19,21.46,6.73,6.24,7.46,30.55,,13.59,,10.43,7.17,0.75,4.28,,9.41,26.19,,11.89,,3.04,0.03
20070701,3.95,2.95,11.96,,,7.15,,4.02,1.18,2.54,14.49,17.79,5.87,,,1.64,4.9,11.46,9.44,1.72,4.78,5.15,37.73,5.05,17.12,2.27,4.52,1.11,45.11,9.87,,54.2,5,,1.06,2.45,10.04,0.77,6.96,7.6,5.97,3.19,0.8,5.01,9.46,21.44,6.93,6.27,7.54,31.17,,14.05,,10.9,7.63,0.76,3.71,,9.18,25.81,,9,,3.05,0.06
20070801,3.98,2.97,12.13,,,7.21,,3.82,1.18,2.66,14.06,18.1,5.96,,,1.52,4.94,11.57,9.28,2.21,5.07,5.56,39.62,5.06,17.84,2.25,4.65,1.03,45.55,10.06,,55.85,5.05,,1.07,2.33,10.09,0.76,6.77,7.55,6.06,3.22,0.8,5.32,9.52,24.85,6.81,6.36,7.45,30.73,,14.24,,11.23,7.55,0.79,3.74,,8.57,26.46,,7.35,,2.88,0.06
20070901,4.21,3.06,12.17,,,7.31,,4.21,1.16,2.63,14.79,19.57,5.98,,,1.51,5.19,11.41,9.28,2.08,5.5,5.7,45.79,5,18.37,2.01,4.7,1.74,45.26,10.44,,57.14,5.12,,1.1,2.44,10.19,0.76,6.57,8.01,5.98,3.37,0.79,9.09,9.61,26.82,6.91,6.76,7.71,30.76,,14.4,,11.72,9.41,0.78,4.7,,9.15,26.88,,7.22,,2.99,0.05
20071001,4.34,3.49,12.35,,,7.83,,4.22,1.22,2.69,15.06,19.01,6.04,,,1.59,5.69,11.91,9.28,1.99,6.39,5.59,46.66,4.78,18.74,2.06,4.77,1.59,45.86,10.8,,63.16,5.1,,1.17,2.48,10.46,0.77,6.11,8.12,6.06,3.51,0.83,10.17,9.77,28.36,7.22,6.89,8.19,32.16,,14.95,5.03,11.53,9.37,0.91,4.79,,10,27.11,,7.62,,3.14,0.04
20071101,4.59,3.73,12.73,,,8.5,,4.24,1.24,2.67,15.48,20.17,6.29,,,1.57,6.16,12.99,9.49,1.98,7.2,5.77,46.35,5.14,18.64,2.44,4.93,1.42,46.35,10.78,,63.97,4.99,,1.25,2.88,10.98,0.77,5.88,8.88,6.36,3.7,0.83,10.82,10.49,31.07,7.45,7.03,8.2,32.97,,15.24,4.89,12.01,10.15,1.02,4.89,,10.6,28.1,,8.03,,3.33,0.07
20071201,5.35,3.9,12.91,,,8.37,,4.35,1.29,2.81,15.27,19.19,6.06,,,1.59,6.44,13.43,9.69,2,6.33,6.22,46.08,5.41,19.33,2.19,4.97,1.27,47.99,10.27,,62.96,5.05,,1.22,3.15,10.97,0.77,6.18,9.57,6.34,3.72,0.83,10.47,10.56,30.45,7.65,7.2,8.4,34.15,,15.55,4.86,12.1,9.07,1.12,5.16,,10.5,28.03,,8.26,,3.36,0.1
20080101,6.63,4.54,13.59,1.49,,8.59,0.33,4.72,1.37,2.73,15.86,23.77,6.38,2.25,,1.62,6.6,13.11,9.6,7.33,6.39,5.96,46.53,5.46,19.97,2.21,4.95,1.34,50.75,9.95,,62.95,5.35,,1.23,3.27,11.06,0.77,6.62,11.1,6.49,3.61,0.88,11.69,11.14,32.39,7.98,7.18,8.45,35.26,3.21,16.25,5.06,12.57,10.5,1.23,5.17,,10.37,28.51,,8.67,0.67,4.08,0.08
20080201,6.58,4.53,14.47,1.53,,9.06,0.35,4.65,1.37,2.7,16.5,23.29,6.74,2.45,,1.8,6.78,13.18,9.31,7.13,6.42,6.9,47.51,5.37,21.4,2.3,5.02,1.37,54.71,9.76,1.46,63.3,5.43,,1.21,3.71,11.16,0.78,7.13,10.55,6.72,3.38,0.91,11.79,11.92,30.87,7.82,7.07,8.79,36.42,3.26,16.17,5.27,12.97,11.18,1.27,5.22,,10.86,29.1,,9.12,0.73,4.46,0.07
20080301,6.36,4.85,15.79,1.59,,10.39,0.36,4.62,1.46,2.76,17.37,25.08,7.21,2.92,,1.96,6.83,13.6,9.31,7.2,6.67,7.29,51.88,5.62,23.51,2.63,5.34,1.38,57.44,9.73,1.45,63.92,5.69,,1.24,3.85,11.36,0.78,7.53,10.18,7.36,3.46,0.9,11.71,13.5,37.21,8.12,7.48,9.35,38.3,3.51,16.8,5.06,14.16,11.85,1.28,5.38,,11.89,30.55,,9.43,0.82,4.7,0.14
20080401,9.04,4.99,17.34,,,9.05,0.37,5.07,1.57,3.04,17.27,26.23,7.91,3.33,,2.03,7.03,14.11,10.08,6.75,6.92,8.32,53.75,5.93,24.88,2.66,5.57,1.67,64.35,9.92,1.44,66.15,6.05,,1.25,3.74,11.61,0.8,8.58,10.09,7.37,3.62,0.92,12,13.51,38.9,10.17,7.48,9.51,40.96,3.8,17.22,5.21,14.94,13.67,1.31,5.8,1.45,12.05,30.56,,10.62,0.91,4.9,0.1
20080501,10.43,4.94,18.02,,,9.82,1.44,5.94,1.79,3.06,17.76,26.96,8.44,3.26,,2.13,6.99,15.66,10.44,6.61,7.13,8.65,63.29,5.91,24.45,3.16,5.71,1.96,60.06,9.19,1.45,71.51,6.28,,1.24,3.65,11.62,0.8,9.68,10.55,7.28,3.61,0.86,13.01,13.55,43.29,10.97,6.44,9.44,40.57,4.09,17.65,5.28,14.78,16.18,1.29,5.96,1.45,14.48,28.42,,10.99,1.09,5.31,0.13
